_id,url,title,product_promotion,product_specs,current_price,color_options
666baeb59793e149fe7393f7,https://hoanghamobile.com/dien-thoai-di-dong/dien-thoai-di-dong-tcl-40-nxtpaper-8gb-256gb-chinh-hang,điện thoại di động tcl 40 nxtpaper 8gb/256gb - chính hãng,- KM 1<br>- Tặng phiếu mua hàng 300.000đ.<br>,"Công nghệ màn hình:
Tần số 90Hz, Đục lỗ (Nốt ruồi)<br> Độ phân giải:
2460x1080 pixels, Camera chính: 50MP, ƒ/1.8, PDAF, 1/2,76”, 0,64μm, Camera góc siêu rộng: 5MP, f/2.2 2MP, f/2.4, 1/5”, 1.75μm, 32MP, f/2.0<br> Kích thước màn hình:
6.78  inch<br> Vi xử lý:
Mediatek Helio G88 (MT6769)<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Dung lượng pin:
5010 mAh<br>","3,990,000 ₫",['Trắng']
666baeb59793e149fe7393f2,https://hoanghamobile.com/dien-thoai-di-dong/zte-blade-v50-design-8gb-256gb-chinh-hang,điện thoại zte blade v50 design (8gb/256gb) - chính hãng,- KM 1<br>- Tặng 200 điểm thành viên (Chi tiết liên hệ 1900.2091).<br>,"Công nghệ màn hình:
IPS LCD, 90Hz<br> Độ phân giải:
FHD+ (1080x2408), Camera chính 50MP, Camera chiều sâu 2MP, Camera Macro 2MP, 8MP<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
Unisoc T606<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","3,090,000 ₫","['Đen', 'Xanh Lá', 'Màu Tím']"
666baeb59793e149fe7393f4,https://hoanghamobile.com/dien-thoai-di-dong/itel-s23-8gb-256gb-chinh-hang,điện thoại itel s23 (8gb/256gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD, 90Hz<br> Độ phân giải:
HD+ (720x1612), Camera chính 50 MP f/1.6 AF, Camera phụ 0.08 MP, 8 MP<br> Kích thước màn hình:
6.56 inch<br> Hệ điều hành:
Android 12<br> Vi xử lý:
Unisoc T606<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","2,690,000 ₫","['Đen', 'Trắng']"
666baeb59793e149fe7393f5,https://hoanghamobile.com/dien-thoai-di-dong/itel-s23-8gb-128gb-chinh-hang,điện thoại itel s23 (8gb/128gb) - chính hãng,- KM 1<br>- Sản phẩm đang thuộc chương trình Flash sale (Số lượng có hạn)<br>,"Công nghệ màn hình:
IPS LCD, 90Hz<br> Độ phân giải:
HD+ (720x1612), Camera chính 50 MP f/1.6 AF, Camera phụ 0.08 MP, 8 MP<br> Kích thước màn hình:
6.56 inch<br> Hệ điều hành:
Android 12<br> Vi xử lý:
Unisoc T606<br> Bộ nhớ trong:
128GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","2,490,000 ₫","['Đen', 'Trắng']"
666baeb59793e149fe7393f3,https://hoanghamobile.com/dien-thoai-di-dong/zte-blade-v50-design-8gb-128gb-chinh-hang,điện thoại zte blade v50 design (8gb/128gb) - chính hãng,- KM 1<br>- Tặng 200 điểm thành viên (Chi tiết liên hệ 1900.2091).<br>,"Công nghệ màn hình:
IPS LCD, 90Hz<br> Độ phân giải:
FHD+ (1080x2408), Camera chính 50MP, Camera chiều sâu 2MP, Camera Macro 2MP, 8MP<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
Unisoc T606<br> Bộ nhớ trong:
128GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","2,790,000 ₫","['Màu Tím', 'Xanh Lá', 'Đen']"
666baeb59793e149fe7393f6,https://hoanghamobile.com/dien-thoai-di-dong/realme-c51-3gb-64gb-chinh-hang,điện thoại realme c51 3gb/64gb - chính hãng,- KM 1<br>- Tặng Bộ quà Hoàng Hà (Chi tiết liên hệ 1900.2091)<br>,"Công nghệ màn hình:
Tần số quét 90Hz<br> Độ phân giải:
HD, 50M+QVGA, 5MP<br> Kích thước màn hình:
6.74 inch<br> Bộ nhớ trong:
64GB<br> RAM:
3GB<br> Dung lượng pin:
5000 mAh<br>","2,790,000 ₫","['Màu Đen', 'Xanh']"
666baeb59793e149fe7393f1,https://hoanghamobile.com/dien-thoai/tecno-spark-go-2024-4gb-64gb-chinh-hang,điện thoại tecno spark go 2024 (4+4gb/64gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD, 90Hz<br> Độ phân giải:
HD+ (720x1612), Camera chính 13MP f/1.9, Camera phụ 0.08MP, Camera trước 8MP<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 13 (Go edition)<br> Vi xử lý:
Unisoc T606<br> Bộ nhớ trong:
64GB<br> RAM:
4GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","1,990,000 ₫","['Trắng', 'Màu Vàng', 'Đen', 'Xanh Lá']"
666baeb59793e149fe7393f0,https://hoanghamobile.com/dien-thoai/tecno-spark-20c-4gb-128gb-chinh-hang,điện thoại tecno spark 20c (4+4gb/128gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD 90Hz<br> Độ phân giải:
HD+ (720x1612), Camera chính 50MP, Camera phụ 0.08MP, Camera trước 8MP<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 13 (Go edition)<br> Vi xử lý:
MediaTek Helio G36<br> Bộ nhớ trong:
128GB<br> RAM:
4GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","2,450,000 ₫","['Trắng', 'Đen', 'Xanh Lá']"
666baeb59793e149fe7393f9,https://hoanghamobile.com/dien-thoai-di-dong/samsung-a15-chinh-hang,samsung galaxy a15 - 8gb/128gb - chính hãng,- KM 1<br>- Giảm thêm 300.000đ<br>,"Công nghệ màn hình:
Super AMOLED, 19.5:9, 90Hz<br> Độ phân giải:
FHD+ (1080x2400), Chính: 50MP, F1.8 / AF, Phụ: 5MP, F2.2 x 2MP, F2.4, 13MP, F2.0<br> Kích thước màn hình:
6.5 inch<br> Hệ điều hành:
One UI 6.0<br> Vi xử lý:
MediaTek Helio G99, 6nm<br> Bộ nhớ trong:
128 GB<br> RAM:
8GB<br> Mạng di động:
4G<br> Số khe SIM:
2 Nano SIM<br> Dung lượng pin:
5000 mAh<br>","4,490,000 ₫","['Xanh', 'Màu Vàng', 'Màu Đen']"
666baeb59793e149fe7393f8,https://hoanghamobile.com/dien-thoai-di-dong/samsung-a25-5G-chinh-hang,samsung galaxy a25 5g - 6gb/128gb - chính hãng,- KM 1<br>- Giảm thêm 500.000đ<br>,"Công nghệ màn hình:
Super AMOLED<br> Độ phân giải:
Full HD+ (1080 x 2340 Pixels), Camera Chính: 50 MP., Camera Phụ: 8 MP x 2 MP, 13 MP<br> Kích thước màn hình:
6.5 inch<br> Hệ điều hành:
Android 14<br> Vi xử lý:
Exynos 1280 8 nhân<br> Bộ nhớ trong:
128GB<br> RAM:
6GB<br> Mạng di động:
Hỗ trợ 5G<br> Số khe SIM:
2 Nano SIM<br> Dung lượng pin:
5000 mAh<br>","6,590,000 ₫","['Xanh', 'Màu Vàng', 'Màu Đen']"
666baeb59793e149fe7393fe,https://hoanghamobile.com/dien-thoai-di-dong/oppo-a18-4gb-128gb-chinh-hang,điện thoại oppo a18 4gb/128gb - chính hãng,- KM 1<br>- Tặng phiếu mua hàng 200.000đ<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
HD+ (720 x 1612 Pixels), Chính 8 MP & Phụ 2 MP, 5 MP<br> Kích thước màn hình:
6.56 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
MediaTek Helio G85 8 nhân<br> Bộ nhớ trong:
128 GB<br> RAM:
4GB<br> Mạng di động:
Hỗ trợ 4G<br> Số khe SIM:
2 Nano SIM<br> Dung lượng pin:
5000 mAh<br>","3,690,000 ₫","['Xanh', 'Màu Đen']"
666baeb59793e149fe739403,https://hoanghamobile.com/dien-thoai-di-dong/infinix-note-30-5g-8gb-256gb-chinh-hang,điện thoại infinix note 30 5g (8gb/256gb) - chính hãng,,"Công nghệ màn hình:
IPS LCD, 120Hz<br> Độ phân giải:
FHD+ (1080 x 2460), Camera chính 108MP f/1.75, Camera phụ 2MP f/2.4 + QVGA f/2.4, 16MP, f/2.0<br> Kích thước màn hình:
6.78 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
MediaTek Dimensity 6080<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>",,[]
666baeb59793e149fe7393ff,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s23-8gb-128gb-chinh-hang,điện thoại samsung galaxy s23 - 8gb/128gb - chính hãng,,"Độ phân giải:
2340 x 1080 (Màn hình phẳng FHD+), 50MP x 12MP x10MP, 12MP<br> Kích thước màn hình:
6.1  inch<br> Vi xử lý:
Snapdragon® 8 Gen 2 Mobile Platform for Galaxy<br> Bộ nhớ trong:
128GB<br> RAM:
8GB<br> Mạng di động:
Hỗ trợ 5G<br> Dung lượng pin:
3900 mAh<br>",,[]
666baeb59793e149fe7393fb,https://hoanghamobile.com/dien-thoai-di-dong/honor-90-12gb-256gb-chinh-hang,honor 90 5g (12gb/256gb) - chính hãng,- Ưu đãi trả góp 0% qua Shinhan Finance hoặc Mirae Asset Finance<br>- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm thêm tới 700.000đ khi thanh toán qua Kredivo.<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Mở thẻ tín dụng VIB - Nhận Voucher 600.000đ<br>,"Công nghệ màn hình:
AMOLED<br> Độ phân giải:
(2664 × 1200) Pixels, 1.07 tỷ màu, 200MP Ultra-Clear Camera (f/1.9)+12MP Ultra Wide and Macro Camera (f/2.2)+2MP Depth Camera (f/2.4), 50MP Camera(f/2.4)<br> Kích thước màn hình:
6.7  inch<br> Hệ điều hành:
MagicOS 7.1 (Based on Android 13)<br> Vi xử lý:
Qualcomm Snapdragon 7 Gen 1<br> Bộ nhớ trong:
256GB<br> RAM:
12G<br> Mạng di động:
5G<br> Dung lượng pin:
4900 mAh<br>","8,990,000 ₫","['Blue', 'Green']"
666baeb59793e149fe739401,https://hoanghamobile.com/dien-thoai-di-dong/honor-x5-plus-4-64gb-chinh-hang,điện thoại di động honor x5 plus 4gb/64gb- chính hãng,- KM 1<br>- Tặng phiếu mua hàng 300.000đ.<br>,"Công nghệ màn hình:
TFT LCD, 90Hz, Màn hình giọt nước<br> Độ phân giải:
720 × 1612, Camera 50 MP (f/1.8), Camera chân dung 2MP (f/2.4), 5 MP (f/2.2)<br> Kích thước màn hình:
6.56  inch<br> Hệ điều hành:
MagicOS 7.1（Dựa trên Android 13）<br> Vi xử lý:
MediaTek Helio G36<br> Bộ nhớ trong:
64GB<br> RAM:
4GB<br> Mạng di động:
4G (LTE TDD/LTE FDD), 3G (WCDMA), 2G (GSM)<br> Dung lượng pin:
5200 mAh<br>","2,290,000 ₫","['Màu Đen', 'Xanh']"
666baeb59793e149fe7393fc,https://hoanghamobile.com/dien-thoai-di-dong/honor-90-lite-8gb-256gb-chinh-hang,honor 90 lite 5g (8gb/256gb) - chính hãng,- KM 1<br>- Sản phẩm đang thuộc chương trình Flash sale (Số lượng có hạn)<br>,"Công nghệ màn hình:
LTPS LCD<br> Độ phân giải:
2388x1080, 100MP Main Camera(f/1.9)+5MP Ultra Wide&Depth Camera(f/2.2)+2MP Macro Camera(f/2.4), 16MP  (f/2.45)<br> Kích thước màn hình:
6.7 inch<br> Hệ điều hành:
MagicOS 7.1(based on Android 13)<br> Vi xử lý:
MediaTek Dimensity 6020<br> RAM:
8GB<br> Mạng di động:
5G<br> Số khe SIM:
Nano Card<br> Dung lượng pin:
4500 mAh<br>","5,390,000 ₫","['Màu Đen', 'Xanh']"
666baeb59793e149fe739400,https://hoanghamobile.com/dien-thoai-di-dong/vivo-v29e-chinh-hang,điện thoại vivo v29e - 5g - chính hãng,- KM 1<br>- Sản phẩm đang thuộc chương trình Flash sale (Số lượng có hạn)<br>,"Công nghệ màn hình:
AMOLED, 120 Hz<br> Độ phân giải:
2400x1080 (FHD+), 64MP (f/1.79) + 8MP (f/2.2), 50MP (f/2.0)<br> Kích thước màn hình:
6.67 inch<br> Hệ điều hành:
Funtouch OS 13<br> Vi xử lý:
Qualcomm Snapdragon 695<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
5G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
4800 mAh, 4700 mAh<br>","7,990,000 ₫","['Đen đại ngàn', 'Xanh sông băng']"
666baeb59793e149fe7393fd,https://hoanghamobile.com/dien-thoai-di-dong/nubia-neo-5g-8gb-256gb-chinh-hang,điện thoại nubia neo 5g 8gb/256gb - chính hãng,- KM 1<br>- Sản phẩm đang thuộc chương trình Flash sale (Số lượng có hạn)<br>,"Công nghệ màn hình:
ISP LCD, 120Hz<br> Độ phân giải:
Full HD+ (1080 x 2408 pixels), 50 MP (góc rộng), 2 MP, 8 MP<br> Kích thước màn hình:
6.6  inch<br> Vi xử lý:
Unisoc T820<br> Bộ nhớ trong:
256GB, UFS 2.2<br> RAM:
8GB<br> Số khe SIM:
2 SIM, Nano SIM<br> Dung lượng pin:
4500 mAh<br>","4,290,000 ₫","['Màu Vàng', 'Màu Đen']"
666baeb59793e149fe7393fa,https://hoanghamobile.com/dien-thoai-di-dong/xiaomi-redmi-13c-6gb-128gb-chinh-hang,điện thoại redmi 13c (6gb/128gb) - chính hãng,- KM 1<br>- Tặng phiếu mua hàng 200.000đ<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
HD+ (720 x 1600 Pixels), Chính 50 MP + Phụ 2 MP, 8 MP<br> Kích thước màn hình:
6.74 inch<br> Vi xử lý:
MediaTek Helio G85 8 nhân<br> Bộ nhớ trong:
128GB<br> RAM:
6GB<br> Dung lượng pin:
5000 mAh<br>","3,290,000 ₫","['Màu Xám', 'Xanh Dương', 'Xanh Lá']"
666baeb59793e149fe739402,https://hoanghamobile.com/dien-thoai-di-dong/htc-wildfire-e3-lite-4gb-64gb-chinh-hang,điện thoại htc wildfire e3 lite (4gb/64gb) - chính hãng,- KM 1<br>- Sản phẩm đang thuộc chương trình Flash sale (Số lượng có hạn)<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
HD+ (720 x 1600), Camera chính 13MP f/2.2, Camera phụ 2MP, 5MP f/2.0<br> Kích thước màn hình:
6.517 inch<br> Hệ điều hành:
Android 12<br> Vi xử lý:
Spreadtrum SC9863<br> Bộ nhớ trong:
64GB<br> RAM:
4GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","1,690,000 ₫","['Xanh Dương', 'Màu Ghi']"
666baeb69793e149fe739404,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y17s-4gb-128gb-chinh-hang,điện thoại vivo y17s 4gb/128gb - chính hãng,- KM 1<br>- Tặng phiếu mua hàng 200.000đ<br>,"Công nghệ màn hình:
LCD, 60Hz<br> Độ phân giải:
1612x720, f/1.8 (50 MP) +  f/2.4 (2 MP), 8 MP (f/2.0)<br> Kích thước màn hình:
6.56 inch<br> Hệ điều hành:
Funtouch OS 13<br> Vi xử lý:
MediaTek Helio G85<br> Bộ nhớ trong:
128GB, Loại ROM: eMMC 5.1<br> RAM:
4GB<br> Mạng di động:
4G<br> Số khe SIM:
2 nano SIMs + 1 micro SD<br> Dung lượng pin:
5000 mAh<br>","3,990,000 ₫","['Xanh', 'Màu Tím']"
666baeb69793e149fe73940b,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-pro-1tb-chinh-hang-vn-a,điện thoại iphone 15 pro (1tb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Công nghệ ProMotion với tốc độ làm mới thích ứng lên đến 120Hz, Màn hình Luôn Bật, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình True Tone, Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1179 x 2556, Chính: 48MP, khẩu độ ƒ/1.78, Ultra Wide: 12MP, khẩu độ ƒ/2.2, Telephoto: 12MP, khẩu độ ƒ/2.8, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.1 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A17 Pro<br> Bộ nhớ trong:
1TB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano SIM và eSIM), Hỗ trợ hai eSIM<br>","38,490,000 ₫","['Titan Xanh', 'Titan Đen', 'Titan Tự Nhiên', 'Titan Trắng']"
666baeb69793e149fe739408,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-plus-256gb-chinh-hang-vn-a,điện thoại iphone 15 plus (256gb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1290 x 2796, Chính: 48MP, khẩu độ ƒ/1.6, Ultra Wide: 12MP, khẩu độ ƒ/2.4, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.7 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A16 Bionic<br> Bộ nhớ trong:
256GB<br> RAM:
6GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano-SIM và eSIM), Hỗ trợ hai eSIM<br>","24,390,000 ₫","['Hồng', 'Xanh Lá', 'Màu Đen', 'Màu Vàng', 'Xanh Dương']"
666baeb69793e149fe739407,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-plus-512gb-chinh-hang-vn-a,điện thoại iphone 15 plus (512gb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1290 x 2796, Chính: 48MP, khẩu độ ƒ/1.6, Ultra Wide: 12MP, khẩu độ ƒ/2.4, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.7 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A16 Bionic<br> Bộ nhớ trong:
512GB<br> RAM:
6GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano-SIM và eSIM), Hỗ trợ hai eSIM<br>","30,890,000 ₫","['Màu Đen', 'Màu Vàng', 'Xanh Lá', 'Hồng', 'Xanh Dương']"
666baeb69793e149fe73940c,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-pro-512gb-chinh-hang-vn-a,điện thoại iphone 15 pro (512gb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Công nghệ ProMotion với tốc độ làm mới thích ứng lên đến 120Hz, Màn hình Luôn Bật, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình True Tone, Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1179 x 2556, Chính: 48MP, khẩu độ ƒ/1.78, Ultra Wide: 12MP, khẩu độ ƒ/2.2, Telephoto: 12MP, khẩu độ ƒ/2.8, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.1 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A17 Pro<br> Bộ nhớ trong:
512GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano SIM và eSIM), Hỗ trợ hai eSIM<br>","33,890,000 ₫","['Titan Xanh', 'Titan Tự Nhiên', 'Titan Trắng', 'Titan Đen']"
666baeb69793e149fe73940a,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-256gb-chinh-hang-vn-a,điện thoại iphone 15 (256gb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1179 x 2556, Chính: 48MP, khẩu độ ƒ/1.6, Ultra Wide: 12MP, khẩu độ ƒ/2.4, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.1 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A16 Bionic<br> Bộ nhớ trong:
256GB<br> RAM:
6GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano-SIM và eSIM), Hỗ trợ hai eSIM<br>","22,290,000 ₫","['Xanh Dương', 'Màu Vàng', 'Màu Đen', 'Xanh Lá', 'Hồng']"
666baeb69793e149fe73940d,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-pro-256gb-chinh-hang-vn-a,điện thoại iphone 15 pro (256gb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Công nghệ ProMotion với tốc độ làm mới thích ứng lên đến 120Hz, Màn hình Luôn Bật, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình True Tone, Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1179 x 2556, Chính: 48MP, khẩu độ ƒ/1.78, Ultra Wide: 12MP, khẩu độ ƒ/2.2, Telephoto: 12MP, khẩu độ ƒ/2.8, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.1 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A17 Pro<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano SIM và eSIM), Hỗ trợ hai eSIM<br>","27,490,000 ₫","['Titan Tự Nhiên', 'Titan Trắng', 'Titan Xanh', 'Titan Đen']"
666baeb69793e149fe739409,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-15-512gb-chinh-hang-vn-a,điện thoại iphone 15 (512gb) - chính hãng vn/a,- KM 1<br>- Giảm thêm 100.000đ khi khách hàng thanh toán bằng hình thức chuyển khoản ngân hàng khi mua iPhone 15 Series.<br>- KM 2<br>- Ưu đãi trả góp 0% qua thẻ tín dụng<br>,"Công nghệ màn hình:
Màn hình Super Retina XDR, Tấm nền OLED, Dynamic Island, Màn hình HDR, Tỷ lệ tương phản 2.000.000:1 , Màn hình có dải màu rộng (P3), Haptic Touch<br> Độ phân giải:
1179 x 2556, Chính: 48MP, khẩu độ ƒ/1.6, Ultra Wide: 12MP, khẩu độ ƒ/2.4, Camera trước TrueDepth 12MP, khẩu độ ƒ/1.9<br> Kích thước màn hình:
6.1 inch<br> Hệ điều hành:
iOS 17<br> Vi xử lý:
A16 Bionic<br> Bộ nhớ trong:
512GB<br> RAM:
6GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
SIM kép (nano-SIM và eSIM), Hỗ trợ hai eSIM<br>","27,990,000 ₫","['Xanh Lá', 'Màu Vàng', 'Màu Đen', 'Hồng', 'Xanh Dương']"
